full_lemma,freq,freq_class,rank,prop,cum_sum_prop
en trøffelhonningvinaigrette,1,9,119,2.2574892204889722e-5,0.9555274623563671
en trollformel,1,9,119,2.2574892204889722e-5,0.955550037248572
en Trollhättan-bedrift,1,9,119,2.2574892204889722e-5,0.9555726121407769
en tromme,1,9,119,2.2574892204889722e-5,0.9555951870329819
en trønder,1,9,119,2.2574892204889722e-5,0.9556177619251867
en trønderstemme,1,9,119,2.2574892204889722e-5,0.9556403368173916
en trontale,1,9,119,2.2574892204889722e-5,0.9556629117095965
en trosfelle,1,9,119,2.2574892204889722e-5,0.9556854866018014
en troverdighet,1,9,119,2.2574892204889722e-5,0.9557080614940062
en trygdebedrager,1,9,119,2.2574892204889722e-5,0.9557306363862111
en trygdeheim,1,9,119,2.2574892204889722e-5,0.9557532112784161
en trygdeinntekt,1,9,119,2.2574892204889722e-5,0.955775786170621
en tsar,1,9,119,2.2574892204889722e-5,0.9557983610628258
en tsarfamilie,1,9,119,2.2574892204889722e-5,0.9558209359550307
en tufte,1,9,119,2.2574892204889722e-5,0.9558435108472356
en tulipan,1,9,119,2.2574892204889722e-5,0.9558660857394405
en tulipanbukett,1,9,119,2.2574892204889722e-5,0.9558886606316453
en tullelyd,1,9,119,2.2574892204889722e-5,0.9559112355238503
en tumleplass,1,9,119,2.2574892204889722e-5,0.9559338104160552
en tungvekter,1,9,119,2.2574892204889722e-5,0.9559563853082601
en Tupperware-del,1,9,119,2.2574892204889722e-5,0.9559789602004649
en Tupperware-invitasjon,1,9,119,2.2574892204889722e-5,0.9560015350926698
en turban,1,9,119,2.2574892204889722e-5,0.9560241099848747
en turistbåt,1,9,119,2.2574892204889722e-5,0.9560466848770796
en turistled,1,9,119,2.2574892204889722e-5,0.9560692597692845
en turistminister,1,9,119,2.2574892204889722e-5,0.9560918346614894
en turne,1,9,119,2.2574892204889722e-5,0.9561144095536943
en turnering,1,9,119,2.2574892204889722e-5,0.9561369844458991
en turnhall,1,9,119,2.2574892204889722e-5,0.956159559338104
en turnus,1,9,119,2.2574892204889722e-5,0.956182134230309
en turnusordning,1,9,119,2.2574892204889722e-5,0.9562047091225139
en tusjpenn,1,9,119,2.2574892204889722e-5,0.9562272840147187
en TV-dans,1,9,119,2.2574892204889722e-5,0.9562498589069236
en TV-debatt,1,9,119,2.2574892204889722e-5,0.9562724337991285
en tv-kamp,1,9,119,2.2574892204889722e-5,0.9562950086913334
en tv-kommentator,1,9,119,2.2574892204889722e-5,0.9563175835835382
en TV-opplevelse,1,9,119,2.2574892204889722e-5,0.9563401584757432
en TV-produsent,1,9,119,2.2574892204889722e-5,0.9563627333679481
en TV-reportasje,1,9,119,2.2574892204889722e-5,0.956385308260153
en tv-stasjon,1,9,119,2.2574892204889722e-5,0.9564078831523578
en tverrligger,1,9,119,2.2574892204889722e-5,0.9564304580445627
en tversoverpasning,1,9,119,2.2574892204889722e-5,0.9564530329367676
en tvilling,1,9,119,2.2574892204889722e-5,0.9564756078289726
en twitter-konto,1,9,119,2.2574892204889722e-5,0.9564981827211774
en Twitter-profil,1,9,119,2.2574892204889722e-5,0.9565207576133823
en twitter-sjekk,1,9,119,2.2574892204889722e-5,0.9565433325055872
en twitterkonto,1,9,119,2.2574892204889722e-5,0.9565659073977921
en tygging,1,9,119,2.2574892204889722e-5,0.9565884822899969
en tyll,1,9,119,2.2574892204889722e-5,0.9566110571822019
en tynner,1,9,119,2.2574892204889722e-5,0.9566336320744068
en tyskrumener,1,9,119,2.2574892204889722e-5,0.9566562069666116
en uavhengighet,1,9,119,2.2574892204889722e-5,0.9566787818588165
en ubalanse,1,9,119,2.2574892204889722e-5,0.9567013567510214
en ubåt,1,9,119,2.2574892204889722e-5,0.9567239316432263
en uførepensjon,1,9,119,2.2574892204889722e-5,0.9567465065354311
en uførhetsandel,1,9,119,2.2574892204889722e-5,0.9567690814276361
en ukeavis,1,9,119,2.2574892204889722e-5,0.956791656319841
en ukedag,1,9,119,2.2574892204889722e-5,0.9568142312120459
en ukrainer,1,9,119,2.2574892204889722e-5,0.9568368061042507
en ukulele,1,9,119,2.2574892204889722e-5,0.9568593809964556
en ulyd,1,9,119,2.2574892204889722e-5,0.9568819558886605
en ulydighet,1,9,119,2.2574892204889722e-5,0.9569045307808655
en ulykkesbåt,1,9,119,2.2574892204889722e-5,0.9569271056730703
en underart,1,9,119,2.2574892204889722e-5,0.9569496805652752
en underdirektør,1,9,119,2.2574892204889722e-5,0.9569722554574801
en underdog,1,9,119,2.2574892204889722e-5,0.956994830349685
en underetasje,1,9,119,2.2574892204889722e-5,0.9570174052418898
en undergang,1,9,119,2.2574892204889722e-5,0.9570399801340947
en undergrunn,1,9,119,2.2574892204889722e-5,0.9570625550262997
en underholdning,1,9,119,2.2574892204889722e-5,0.9570851299185046
en underholdningsarena,1,9,119,2.2574892204889722e-5,0.9571077048107094
en underholdningspar,1,9,119,2.2574892204889722e-5,0.9571302797029143
en underkropp,1,9,119,2.2574892204889722e-5,0.9571528545951192
en undermeny,1,9,119,2.2574892204889722e-5,0.9571754294873241
en underorganisasjon,1,9,119,2.2574892204889722e-5,0.957198004379529
en undersått,1,9,119,2.2574892204889722e-5,0.9572205792717339
en underskrift,1,9,119,2.2574892204889722e-5,0.9572431541639388
en undersøkelsessak,1,9,119,2.2574892204889722e-5,0.9572657290561436
en undertone,1,9,119,2.2574892204889722e-5,0.9572883039483485
en undertrykking,1,9,119,2.2574892204889722e-5,0.9573108788405534
en undervisningsinspektør,1,9,119,2.2574892204889722e-5,0.9573334537327584
en undervisningskomité,1,9,119,2.2574892204889722e-5,0.9573560286249632
en undring,1,9,119,2.2574892204889722e-5,0.9573786035171681
en ungdomskjæreste,1,9,119,2.2574892204889722e-5,0.957401178409373
en ungdomsklubb,1,9,119,2.2574892204889722e-5,0.9574237533015779
en ungdomsorganisasjon,1,9,119,2.2574892204889722e-5,0.9574463281937827
en ungdomsskoleelev,1,9,119,2.2574892204889722e-5,0.9574689030859876
en ungdomstid,1,9,119,2.2574892204889722e-5,0.9574914779781926
en unggutta,1,9,119,2.2574892204889722e-5,0.9575140528703975
en ungpiketradisjon,1,9,119,2.2574892204889722e-5,0.9575366277626023
en Unibuss-direktør,1,9,119,2.2574892204889722e-5,0.9575592026548072
en Unibuss-sjef,1,9,119,2.2574892204889722e-5,0.9575817775470121
en union,1,9,119,2.2574892204889722e-5,0.957604352439217
en universitetet,1,9,119,2.2574892204889722e-5,0.9576269273314219
en unnasluntrer,1,9,119,2.2574892204889722e-5,0.9576495022236268
en unnfangelse,1,9,119,2.2574892204889722e-5,0.9576720771158317
en unnskyldning,1,9,119,2.2574892204889722e-5,0.9576946520080366
en uovertruffenhet,1,9,119,2.2574892204889722e-5,0.9577172269002414
en urbefolkning,1,9,119,2.2574892204889722e-5,0.9577398017924463
en urimelighet,1,9,119,2.2574892204889722e-5,0.9577623766846513
en US-dollar,1,9,119,2.2574892204889722e-5,0.9577849515768562
en uskyld,1,9,119,2.2574892204889722e-5,0.957807526469061
en ustabilitet,1,9,119,2.2574892204889722e-5,0.9578301013612659
en utbygger,1,9,119,2.2574892204889722e-5,0.9578526762534708
en utbygging,1,9,119,2.2574892204889722e-5,0.9578752511456756
en utdanningsinstitusjon,1,9,119,2.2574892204889722e-5,0.9578978260378805
en utdanningskapasitet,1,9,119,2.2574892204889722e-5,0.9579204009300855
en utekonsert,1,9,119,2.2574892204889722e-5,0.9579429758222904
en utekunst,1,9,119,2.2574892204889722e-5,0.9579655507144952
en utendørsscene,1,9,119,2.2574892204889722e-5,0.9579881256067001
en utenforskap,1,9,119,2.2574892204889722e-5,0.958010700498905
en utenlandstrafikk,1,9,119,2.2574892204889722e-5,0.9580332753911099
en utenlandsturné,1,9,119,2.2574892204889722e-5,0.9580558502833147
en utepils,1,9,119,2.2574892204889722e-5,0.9580784251755197
en utestengelse,1,9,119,2.2574892204889722e-5,0.9581010000677246
en utflytningsbrudulje,1,9,119,2.2574892204889722e-5,0.9581235749599295
en utfordringsmodus,1,9,119,2.2574892204889722e-5,0.9581461498521343
en utgiftspost,1,9,119,2.2574892204889722e-5,0.9581687247443392
en utgiftsside,1,9,119,2.2574892204889722e-5,0.9581912996365441
en utholdenhetsidrett,1,9,119,2.2574892204889722e-5,0.9582138745287491
en uting,1,9,119,2.2574892204889722e-5,0.9582364494209539
en utklippsbok,1,9,119,2.2574892204889722e-5,0.9582590243131588
en utleie,1,9,119,2.2574892204889722e-5,0.9582815992053637
en utleiebolig,1,9,119,2.2574892204889722e-5,0.9583041740975686
en utlendingslov,1,9,119,2.2574892204889722e-5,0.9583267489897734
en utlevelse,1,9,119,2.2574892204889722e-5,0.9583493238819784
en utløver,1,9,119,2.2574892204889722e-5,0.9583718987741833
en utluking,1,9,119,2.2574892204889722e-5,0.9583944736663882
en utmarkstekniker,1,9,119,2.2574892204889722e-5,0.958417048558593
en utmattelse,1,9,119,2.2574892204889722e-5,0.9584396234507979
en utnytting,1,9,119,2.2574892204889722e-5,0.9584621983430028
en utnyttingsrisiko,1,9,119,2.2574892204889722e-5,0.9584847732352076
en utøya-overlevende,1,9,119,2.2574892204889722e-5,0.9585073481274126
en utpresser,1,9,119,2.2574892204889722e-5,0.9585299230196175
en utredningsinstruks,1,9,119,2.2574892204889722e-5,0.9585524979118224
en utringning,1,9,119,2.2574892204889722e-5,0.9585750728040272
en utslettelse,1,9,119,2.2574892204889722e-5,0.9585976476962321
en utslippskilde,1,9,119,2.2574892204889722e-5,0.958620222588437
en utslippskvote,1,9,119,2.2574892204889722e-5,0.958642797480642
en utslippsprognose,1,9,119,2.2574892204889722e-5,0.9586653723728468
en utstråling,1,9,119,2.2574892204889722e-5,0.9586879472650517
en utstrekning,1,9,119,2.2574892204889722e-5,0.9587105221572566
en utvekslingsstudent,1,9,119,2.2574892204889722e-5,0.9587330970494615
en utvidelsespakke,1,9,119,2.2574892204889722e-5,0.9587556719416663
en utviklingsbistand,1,9,119,2.2574892204889722e-5,0.9587782468338713
en utviklingseffekt,1,9,119,2.2574892204889722e-5,0.9588008217260762
en utviklingsekspert,1,9,119,2.2574892204889722e-5,0.9588233966182811
en uvenn,1,9,119,2.2574892204889722e-5,0.9588459715104859
en v,1,9,119,2.2574892204889722e-5,0.9588685464026908
en V8-motor,1,9,119,2.2574892204889722e-5,0.9588911212948957
en væremåte,1,9,119,2.2574892204889722e-5,0.9589136961871007
en værobservasjon,1,9,119,2.2574892204889722e-5,0.9589362710793055
en vaffel,1,9,119,2.2574892204889722e-5,0.9589588459715104
en Vålerenga-kaptein,1,9,119,2.2574892204889722e-5,0.9589814208637153
en valgavvikling,1,9,119,2.2574892204889722e-5,0.9590039957559202
en valgdato,1,9,119,2.2574892204889722e-5,0.959026570648125
en valgdeltagelse,1,9,119,2.2574892204889722e-5,0.9590491455403299
en valgdeltakelse,1,9,119,2.2574892204889722e-5,0.9590717204325349
en valgomgang,1,9,119,2.2574892204889722e-5,0.9590942953247397
en valgoppslutning,1,9,119,2.2574892204889722e-5,0.9591168702169446
en valgopptelling,1,9,119,2.2574892204889722e-5,0.9591394451091495
en valgplakat,1,9,119,2.2574892204889722e-5,0.9591620200013544
en valgvake,1,9,119,2.2574892204889722e-5,0.9591845948935592
en valgvinner,1,9,119,2.2574892204889722e-5,0.9592071697857641
en vals,1,9,119,2.2574892204889722e-5,0.9592297446779691
en valutakurs,1,9,119,2.2574892204889722e-5,0.959252319570174
en valutareserve,1,9,119,2.2574892204889722e-5,0.9592748944623788
en Vamp-sjef,1,9,119,2.2574892204889722e-5,0.9592974693545837
en vane,1,9,119,2.2574892204889722e-5,0.9593200442467886
en vannintoleranse,1,9,119,2.2574892204889722e-5,0.9593426191389935
en vannkant,1,9,119,2.2574892204889722e-5,0.9593651940311984
en vannmangel,1,9,119,2.2574892204889722e-5,0.9593877689234033
en vanskelighetsgrad,1,9,119,2.2574892204889722e-5,0.9594103438156082
en våpenbruk,1,9,119,2.2574892204889722e-5,0.9594329187078131
en våpeneffekt,1,9,119,2.2574892204889722e-5,0.9594554936000179
en våpenkontroll,1,9,119,2.2574892204889722e-5,0.9594780684922228
en våpenmakt,1,9,119,2.2574892204889722e-5,0.9595006433844278
en våpenteknologi,1,9,119,2.2574892204889722e-5,0.9595232182766327
en varaordfører,1,9,119,2.2574892204889722e-5,0.9595457931688375
en varde,1,9,119,2.2574892204889722e-5,0.9595683680610424
en Varfjell-spiller,1,9,119,2.2574892204889722e-5,0.9595909429532473
en varmekabel,1,9,119,2.2574892204889722e-5,0.9596135178454522
en vårsesong,1,9,119,2.2574892204889722e-5,0.959636092737657
en varslingsplan,1,9,119,2.2574892204889722e-5,0.959658667629862
en varulv,1,9,119,2.2574892204889722e-5,0.9596812425220669
en vaskekost,1,9,119,2.2574892204889722e-5,0.9597038174142717
en vegetarburger,1,9,119,2.2574892204889722e-5,0.9597263923064766
en veibane,1,9,119,2.2574892204889722e-5,0.9597489671986815
en veikant,1,9,119,2.2574892204889722e-5,0.9597715420908864
en veileder,1,9,119,2.2574892204889722e-5,0.95979411698309125
en veitype,1,9,119,2.2574892204889722e-5,0.9598166918752962
en veiviser,1,9,119,2.2574892204889722e-5,0.9598392667675011
en vekstindustri,1,9,119,2.2574892204889722e-5,0.959861841659706
en vekstprosess,1,9,119,2.2574892204889722e-5,0.9598844165519108
en velferdsmotstander,1,9,119,2.2574892204889722e-5,0.9599069914441157
en velferdsøkonomi,1,9,119,2.2574892204889722e-5,0.9599295663363206
en velferdstjeneste,1,9,119,2.2574892204889722e-5,0.9599521412285256
en velsmakenhet,1,9,119,2.2574892204889722e-5,0.9599747161207304
en velvilje,1,9,119,2.2574892204889722e-5,0.9599972910129353
en vemmelse,1,9,119,2.2574892204889722e-5,0.9600198659051402
en vending,1,9,119,2.2574892204889722e-5,0.9600424407973451
en Venezia-kommisjon,1,9,119,2.2574892204889722e-5,0.9600650156895499
en vennegjeng,1,9,119,2.2574892204889722e-5,0.9600875905817549
en vennekrets,1,9,119,2.2574892204889722e-5,0.9601101654739598
en venneliste,1,9,119,2.2574892204889722e-5,0.9601327403661647
en vennemiddag,1,9,119,2.2574892204889722e-5,0.9601553152583695
en Venstre-leder,1,9,119,2.2574892204889722e-5,0.9601778901505744
en venstreekstremist,1,9,119,2.2574892204889722e-5,0.9602004650427793
en venstreregjering,1,9,119,2.2574892204889722e-5,0.9602230399349843
en ventilasjonssjakt,1,9,119,2.2574892204889722e-5,0.9602456148271891
en verdensarena,1,9,119,2.2574892204889722e-5,0.960268189719394
en verdensbasis,1,9,119,2.2574892204889722e-5,0.9602907646115989
en verdensby,1,9,119,2.2574892204889722e-5,0.9603133395038037
en verdensfred,1,9,119,2.2574892204889722e-5,0.9603359143960086
en verdenshandel,1,9,119,2.2574892204889722e-5,0.9603584892882135
en verdenskongress,1,9,119,2.2574892204889722e-5,0.9603810641804185
en verdensmetropol,1,9,119,2.2574892204889722e-5,0.9604036390726233
en verdensorganisasjon,1,9,119,2.2574892204889722e-5,0.9604262139648282
en verdensrevolusjon,1,9,119,2.2574892204889722e-5,0.9604487888570331
en verdidimensjon,1,9,119,2.2574892204889722e-5,0.960471363749238
en verdiforankring,1,9,119,2.2574892204889722e-5,0.9604939386414428
en verdighet,1,9,119,2.2574892204889722e-5,0.9605165135336478
en verdiliberalitet,1,9,119,2.2574892204889722e-5,0.9605390884258527
en verdinøytralitet,1,9,119,2.2574892204889722e-5,0.9605616633180576
en verdsettelse,1,9,119,2.2574892204889722e-5,0.9605842382102624
en verneområdeforvaltning,1,9,119,2.2574892204889722e-5,0.9606068131024673
en vernestatus,1,9,119,2.2574892204889722e-5,0.9606293879946722
en versting,1,9,119,2.2574892204889722e-5,0.9606519628868772
en vertinne,1,9,119,2.2574892204889722e-5,0.960674537779082
en veskemote,1,9,119,2.2574892204889722e-5,0.9606971126712869
en vestkantbydel,1,9,119,2.2574892204889722e-5,0.9607196875634918
en vestkantmann,1,9,119,2.2574892204889722e-5,0.9607422624556967
en vestkyststat,1,9,119,2.2574892204889722e-5,0.9607648373479015
en vestlending,1,9,119,2.2574892204889722e-5,0.9607874122401064
en vev,1,9,119,2.2574892204889722e-5,0.9608099871323114
en videolink,1,9,119,2.2574892204889722e-5,0.9608325620245163
en videosnutt,1,9,119,2.2574892204889722e-5,0.9608551369167211
en videotale,1,9,119,2.2574892204889722e-5,0.960877711808926
en videreutvikling,1,9,119,2.2574892204889722e-5,0.9609002867011309
en vietnamveteran,1,9,119,2.2574892204889722e-5,0.9609228615933357
en VIF-supporter,1,9,119,2.2574892204889722e-5,0.9609454364855406
en vigsel,1,9,119,2.2574892204889722e-5,0.9609680113777456
en Vika-trener,1,9,119,2.2574892204889722e-5,0.9609905862699505
en viking,1,9,119,2.2574892204889722e-5,0.9610131611621553
en Viking-dress,1,9,119,2.2574892204889722e-5,0.9610357360543602
en Viking-spiller,1,9,119,2.2574892204889722e-5,0.9610583109465651
en vikingveteran,1,9,119,2.2574892204889722e-5,0.96108088583877
en villaeier,1,9,119,2.2574892204889722e-5,0.9611034607309749
en villfarelse,1,9,119,2.2574892204889722e-5,0.9611260356231798
en villmann,1,9,119,2.2574892204889722e-5,0.9611486105153847
en villmark,1,9,119,2.2574892204889722e-5,0.9611711854075896
en villmarksnatur,1,9,119,2.2574892204889722e-5,0.9611937602997944
en Vinci-kode,1,9,119,2.2574892204889722e-5,0.9612163351919993
en vindenergi,1,9,119,2.2574892204889722e-5,0.9612389100842043
en vindretning,1,9,119,2.2574892204889722e-5,0.9612614849764092
en vindstyrke,1,9,119,2.2574892204889722e-5,0.961284059868614
en vindusvisker,1,9,119,2.2574892204889722e-5,0.9613066347608189
en vingummi,1,9,119,2.2574892204889722e-5,0.9613292096530238
en vinkling,1,9,119,2.2574892204889722e-5,0.9613517845452287
en vinnermonolog,1,9,119,2.2574892204889722e-5,0.9613743594374335
en vinnersjanse,1,9,119,2.2574892204889722e-5,0.9613969343296385
en vinnertid,1,9,119,2.2574892204889722e-5,0.9614195092218434
en vintersesong,1,9,119,2.2574892204889722e-5,0.9614420841140483
en vintersko,1,9,119,2.2574892204889722e-5,0.9614646590062531
en vintertropp,1,9,119,2.2574892204889722e-5,0.961487233898458
en vintervei,1,9,119,2.2574892204889722e-5,0.961509808790663
en vippeposisjon,1,9,119,2.2574892204889722e-5,0.9615323836828678
en virkelighets-TV,1,9,119,2.2574892204889722e-5,0.9615549585750727
en virksomhetsplan,1,9,119,2.2574892204889722e-5,0.9615775334672776
en visdom,1,9,119,2.2574892204889722e-5,0.9616001083594825
en vise,1,9,119,2.2574892204889722e-5,0.9616226832516873
en viseordfører,1,9,119,2.2574892204889722e-5,0.9616452581438922
en visepresident-kandidat,1,9,119,2.2574892204889722e-5,0.9616678330360972
en visestatsminister,1,9,119,2.2574892204889722e-5,0.9616904079283021
en visshet,1,9,119,2.2574892204889722e-5,0.9617129828205069
en vitenskapsmann,1,9,119,2.2574892204889722e-5,0.9617355577127118
en VM-sjanse,1,9,119,2.2574892204889722e-5,0.9617581326049167
en VM-tittel,1,9,119,2.2574892204889722e-5,0.9617807074971216
en vodka,1,9,119,2.2574892204889722e-5,0.9618032823893264
en vogn,1,9,119,2.2574892204889722e-5,0.9618258572815314
en voksendrøm,1,9,119,2.2574892204889722e-5,0.9618484321737363
en voksenklass,1,9,119,2.2574892204889722e-5,0.9618710070659412
en volang,1,9,119,2.2574892204889722e-5,0.961893581958146
en Volda-trener,1,9,119,2.2574892204889722e-5,0.9619161568503509
en voldshandling,1,9,119,2.2574892204889722e-5,0.9619387317425558
en voldsspiral,1,9,119,2.2574892204889722e-5,0.9619613066347608
en volley,1,9,119,2.2574892204889722e-5,0.9619838815269656
en vorspielkamerat,1,9,119,2.2574892204889722e-5,0.9620064564191705
en vulkan,1,9,119,2.2574892204889722e-5,0.9620290313113754
en web-TV,1,9,119,2.2574892204889722e-5,0.9620516062035803
en webmaster,1,9,119,2.2574892204889722e-5,0.9620741810957851
en whiplash,1,9,119,2.2574892204889722e-5,0.96209675598799
en wienervals,1,9,119,2.2574892204889722e-5,0.962119330880195
en Wii-kontroller,1,9,119,2.2574892204889722e-5,0.9621419057723998
en Wimbledon-turnering,1,9,119,2.2574892204889722e-5,0.9621644806646047
en Wonder-sang,1,9,119,2.2574892204889722e-5,0.9621870555568096
en X-spiller,1,9,119,2.2574892204889722e-5,0.9622096304490145
en yacht,1,9,119,2.2574892204889722e-5,0.9622322053412193
en yngstedatter,1,9,119,2.2574892204889722e-5,0.9622547802334243
en yngstesønn,1,9,119,2.2574892204889722e-5,0.9622773551256292
en yoga,1,9,119,2.2574892204889722e-5,0.9622999300178341
en yoghurt,1,9,119,2.2574892204889722e-5,0.9623225049100389
en yoghurtisparfait,1,9,119,2.2574892204889722e-5,0.9623450798022438
en ytelse,1,9,119,2.2574892204889722e-5,0.9623676546944487
en ytrefilet,1,9,119,2.2574892204889722e-5,0.9623902295866537
en ytringsfrihetsorganisasjon,1,9,119,2.2574892204889722e-5,0.9624128044788585
en ytterdør,1,9,119,2.2574892204889722e-5,0.9624353793710634
en yttergrense,1,9,119,2.2574892204889722e-5,0.9624579542632683
en ytterside,1,9,119,2.2574892204889722e-5,0.9624805291554732
en zombie,1,9,119,2.2574892204889722e-5,0.962503104047678
et -apparat,1,9,119,2.2574892204889722e-5,0.962525678939883
et -kostyme,1,9,119,2.2574892204889722e-5,0.9625482538320879
et -prosjekt,1,9,119,2.2574892204889722e-5,0.9625708287242928
et -rollespill,1,9,119,2.2574892204889722e-5,0.9625934036164976
et -stunt,1,9,119,2.2574892204889722e-5,0.9626159785087025
et -stykke,1,9,119,2.2574892204889722e-5,0.9626385534009074
et 0-4-tap,1,9,119,2.2574892204889722e-5,0.9626611282931123
et 0-7-tap,1,9,119,2.2574892204889722e-5,0.9626837031853172
et 1-1-mål,1,9,119,2.2574892204889722e-5,0.9627062780775221
et 1-2-tap,1,9,119,2.2574892204889722e-5,0.962728852969727
et 1-løp,1,9,119,2.2574892204889722e-5,0.9627514278619318
et 1-race,1,9,119,2.2574892204889722e-5,0.9627740027541367
et 100-årsjubileum,1,9,119,2.2574892204889722e-5,0.9627965776463416
et 1100-tall,1,9,119,2.2574892204889722e-5,0.9628191525385466
et 120-tall,1,9,119,2.2574892204889722e-5,0.9628417274307514
et 1500-tall,1,9,119,2.2574892204889722e-5,0.9628643023229563
et 16-meter,1,9,119,2.2574892204889722e-5,0.9628868772151612
et 1852-opprør,1,9,119,2.2574892204889722e-5,0.9629094521073661
et 1870-80-år,1,9,119,2.2574892204889722e-5,0.9629320269995709
et 1920-år,1,9,119,2.2574892204889722e-5,0.9629546018917758
et 1930-tall,1,9,119,2.2574892204889722e-5,0.9629771767839808
et 1970-år,1,9,119,2.2574892204889722e-5,0.9629997516761857
et 1980-år,1,9,119,2.2574892204889722e-5,0.9630223265683905
et 2-studio,1,9,119,2.2574892204889722e-5,0.9630449014605954
et 2.lag,1,9,119,2.2574892204889722e-5,0.9630674763528003
et 20-år,1,9,119,2.2574892204889722e-5,0.9630900512450052
et 20-tall,1,9,119,2.2574892204889722e-5,0.96311262613721
et 2007-valg,1,9,119,2.2574892204889722e-5,0.963135201029415
et 2008-valg,1,9,119,2.2574892204889722e-5,0.9631577759216199
et 2020-tall,1,9,119,2.2574892204889722e-5,0.9631803508138248
et 30-tall,1,9,119,2.2574892204889722e-5,0.9632029257060296
et 360-syngespill,1,9,119,2.2574892204889722e-5,0.9632255005982345
et 40-tall,1,9,119,2.2574892204889722e-5,0.9632480754904394
et 50-år,1,9,119,2.2574892204889722e-5,0.9632706503826444
et 50-årstreff,1,9,119,2.2574892204889722e-5,0.9632932252748492
et 500-tall,1,9,119,2.2574892204889722e-5,0.9633158001670541
et 68-opprør,1,9,119,2.2574892204889722e-5,0.963338375059259
et 80-årsjubileum,1,9,119,2.2574892204889722e-5,0.9633609499514638
et 80-tall,1,9,119,2.2574892204889722e-5,0.9633835248436687
et 80-tallsbandet,1,9,119,2.2574892204889722e-5,0.9634060997358737
et A-magasin,1,9,119,2.2574892204889722e-5,0.9634286746280786
et a4-folk,1,9,119,2.2574892204889722e-5,0.9634512495202834
et A5-ark,1,9,119,2.2574892204889722e-5,0.9634738244124883
et AaFK-bur,1,9,119,2.2574892204889722e-5,0.9634963993046932
et AaFK-lag,1,9,119,2.2574892204889722e-5,0.9635189741968981
et AaFK-mål,1,9,119,2.2574892204889722e-5,0.96354154908910294
et Aalesund-lag,1,9,119,2.2574892204889722e-5,0.9635641239813079
et abonnement,1,9,119,2.2574892204889722e-5,0.9635866988735128
et adelskap,1,9,119,2.2574892204889722e-5,0.9636092737657177
et adjektiv,1,9,119,2.2574892204889722e-5,0.9636318486579225
et administrasjonssenter,1,9,119,2.2574892204889722e-5,0.9636544235501274
et adrenalin,1,9,119,2.2574892204889722e-5,0.9636769984423323
et advokatfirma,1,9,119,2.2574892204889722e-5,0.9636995733345373
et AIDS-arbeid,1,9,119,2.2574892204889722e-5,0.9637221482267421
et aksjeselskap,1,9,119,2.2574892204889722e-5,0.963744723118947
et aksjeutbytte,1,9,119,2.2574892204889722e-5,0.9637672980111519
et aktorat,1,9,119,2.2574892204889722e-5,0.9637898729033568
et alderstrinn,1,9,119,2.2574892204889722e-5,0.9638124477955616
et Ålesund-rederi,1,9,119,2.2574892204889722e-5,0.9638350226877666
et Alfheim-kunstgress,1,9,119,2.2574892204889722e-5,0.9638575975799715
et alibi,1,9,119,2.2574892204889722e-5,0.9638801724721764
et alkoholfelt,1,9,119,2.2574892204889722e-5,0.9639027473643812
et alkoholforbruk,1,9,119,2.2574892204889722e-5,0.9639253222565861
et alkoholproblem,1,9,119,2.2574892204889722e-5,0.963947897148791
et allemannseie,1,9,119,2.2574892204889722e-5,0.9639704720409958
et ambassadekompleks,1,9,119,2.2574892204889722e-5,0.9639930469332008
et anbud,1,9,119,2.2574892204889722e-5,0.9640156218254057
et åndedrag,1,9,119,2.2574892204889722e-5,0.9640381967176106
et anfall,1,9,119,2.2574892204889722e-5,0.9640607716098154
et Angels-miljø,1,9,119,2.2574892204889722e-5,0.9640833465020203
et angrepsess,1,9,119,2.2574892204889722e-5,0.9641059213942252
et angrepsspill,1,9,119,2.2574892204889722e-5,0.9641284962864302
et anliggende,1,9,119,2.2574892204889722e-5,0.964151071178635
et anneks,1,9,119,2.2574892204889722e-5,0.9641736460708399
et annonsebortfall,1,9,119,2.2574892204889722e-5,0.9641962209630448
et ansvarsområde,1,9,119,2.2574892204889722e-5,0.9642187958552497
et antidopingbyrå,1,9,119,2.2574892204889722e-5,0.9642413707474545
et antidopingsystem,1,9,119,2.2574892204889722e-5,0.9642639456396594
et Ap-landsmøte,1,9,119,2.2574892204889722e-5,0.9642865205318644
et Apartheid-regime,1,9,119,2.2574892204889722e-5,0.9643090954240693
et aplinsirkus,1,9,119,2.2574892204889722e-5,0.9643316703162741
et åpningsmøte,1,9,119,2.2574892204889722e-5,0.964354245208479
et arbeide,1,9,119,2.2574892204889722e-5,0.9643768201006839
et arbeiderparti,1,9,119,2.2574892204889722e-5,0.9643993949928888
et arbeidsdepartement,1,9,119,2.2574892204889722e-5,0.9644219698850937
et arbeidsgiveransvar,1,9,119,2.2574892204889722e-5,0.9644445447772986
et arbeidskvalifiseringsprogram,1,9,119,2.2574892204889722e-5,0.9644671196695035
et arbeidsområde,1,9,119,2.2574892204889722e-5,0.9644896945617084
et arbeidsredskap,1,9,119,2.2574892204889722e-5,0.9645122694539132
et areal,1,9,119,2.2574892204889722e-5,0.9645348443461181
et arkitektkontor,1,9,119,2.2574892204889722e-5,0.964557419238323
et arkitekturløft,1,9,119,2.2574892204889722e-5,0.9645799941305279
et arkivmateriale,1,9,119,2.2574892204889722e-5,0.9646025690227328
